,PeopleInHousehold,MetroAreaCode,Age,Hispanic,CountryOfBirthCode,Region_num,State_num,Married_num,Sex_num,Education_num,Race_num,Citizenship_num,EmploymentStatus_num,Industry_num
14047,3,31100.0,61,0,57,3.0,3.0,3.0,0.0,4.0,2.0,0.0,1.0,3.0
14048,3,31100.0,38,0,57,3.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,12.0
14049,3,31100.0,43,0,57,3.0,3.0,3.0,1.0,3.0,2.0,0.0,4.0,9.0
14050,2,31100.0,40,0,233,3.0,3.0,2.0,0.0,6.0,1.0,2.0,1.0,3.0
14054,3,31100.0,32,0,57,3.0,3.0,0.0,0.0,7.0,5.0,0.0,1.0,10.0
14055,3,31100.0,67,1,57,3.0,3.0,2.0,1.0,1.0,5.0,0.0,1.0,5.0
14056,3,31100.0,63,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,7.0
14057,3,31100.0,63,1,303,3.0,3.0,1.0,0.0,7.0,5.0,1.0,1.0,3.0
14058,2,41740.0,46,0,57,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0
14059,2,41740.0,34,0,57,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0
14060,3,40900.0,42,0,57,3.0,3.0,0.0,1.0,3.0,5.0,0.0,1.0,12.0
14062,3,40900.0,43,0,57,3.0,3.0,0.0,0.0,3.0,5.0,0.0,1.0,13.0
14063,4,40140.0,49,1,303,3.0,3.0,1.0,0.0,3.0,5.0,1.0,1.0,3.0
14064,4,40140.0,52,1,303,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0
14065,4,40140.0,22,1,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,6.0
14066,4,40140.0,26,1,57,3.0,3.0,2.0,0.0,1.0,5.0,0.0,1.0,12.0
14067,4,41860.0,29,0,209,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,10.0
14069,4,41860.0,32,1,57,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,13.0
14070,4,41860.0,32,1,57,3.0,3.0,2.0,1.0,7.0,1.0,0.0,4.0,6.0
14071,2,23420.0,66,0,57,3.0,3.0,4.0,0.0,3.0,5.0,0.0,1.0,9.0
14074,3,42220.0,55,0,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,3.0
14078,2,40140.0,25,1,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,10.0
14079,2,40140.0,31,1,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,12.0
14081,3,31100.0,26,0,57,3.0,3.0,2.0,1.0,4.0,5.0,0.0,4.0,3.0
14082,3,31100.0,60,0,57,3.0,3.0,2.0,1.0,1.0,5.0,0.0,1.0,7.0
14083,1,41860.0,47,0,57,3.0,3.0,4.0,0.0,1.0,5.0,0.0,1.0,5.0
14084,7,41860.0,54,0,57,3.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0
14085,7,41860.0,31,0,57,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0
14086,7,41860.0,36,0,57,3.0,3.0,2.0,0.0,5.0,1.0,0.0,1.0,3.0
14088,7,41860.0,29,0,57,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0
14089,7,41860.0,29,0,57,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0
14092,2,41740.0,18,0,57,3.0,3.0,0.0,0.0,7.0,5.0,0.0,1.0,12.0
14093,5,31100.0,36,0,57,3.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0
14094,5,31100.0,42,0,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,7.0
14098,5,46700.0,31,0,57,3.0,3.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0
14103,5,41500.0,36,1,303,3.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,13.0
14104,5,41500.0,31,1,303,3.0,3.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0
14108,4,40900.0,38,0,555,3.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,12.0
14109,4,40900.0,32,0,57,3.0,3.0,1.0,0.0,7.0,1.0,0.0,1.0,6.0
14112,1,31100.0,64,0,57,3.0,3.0,0.0,0.0,3.0,5.0,0.0,1.0,10.0
14114,7,31100.0,39,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,6.0
14119,7,31100.0,19,1,57,3.0,3.0,2.0,0.0,3.0,5.0,0.0,1.0,12.0
14120,1,31100.0,25,1,57,3.0,3.0,2.0,1.0,5.0,5.0,0.0,4.0,2.0
14124,2,41860.0,74,0,57,3.0,3.0,2.0,1.0,5.0,5.0,0.0,1.0,10.0
14126,5,47300.0,40,0,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,3.0
14127,5,47300.0,41,0,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,1.0,3.0
14131,1,31100.0,52,0,57,3.0,3.0,0.0,1.0,7.0,2.0,0.0,4.0,13.0
14133,4,23420.0,64,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,10.0
14138,3,41860.0,61,0,57,3.0,3.0,1.0,1.0,4.0,5.0,0.0,1.0,6.0
14139,3,41860.0,58,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
14141,1,31100.0,64,1,57,3.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0,7.0
14142,4,41740.0,22,0,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,6.0
14143,4,41740.0,22,0,57,3.0,3.0,2.0,1.0,7.0,5.0,0.0,1.0,12.0
14145,4,41740.0,24,0,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,10.0
14146,2,31100.0,54,0,57,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,9.0
14147,2,31100.0,54,0,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,3.0
14148,1,41740.0,63,0,57,3.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,7.0
14149,2,23420.0,34,1,57,3.0,3.0,0.0,0.0,4.0,5.0,0.0,1.0,11.0
14151,3,41860.0,37,0,57,3.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0
14152,3,41860.0,42,0,57,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,11.0
14154,5,31100.0,44,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
14155,5,31100.0,45,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,6.0
14158,5,31100.0,22,0,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,10.0
14159,1,40140.0,59,0,57,3.0,3.0,2.0,1.0,5.0,5.0,0.0,1.0,12.0
14160,4,41740.0,44,0,233,3.0,3.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0
14161,4,41740.0,43,0,233,3.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,3.0
14164,7,40900.0,34,0,210,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0
14165,7,40900.0,28,0,210,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0
14171,5,40140.0,47,0,233,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0
14175,5,40140.0,50,0,233,3.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,10.0
14176,2,33700.0,53,0,57,3.0,3.0,1.0,1.0,5.0,5.0,0.0,1.0,13.0
14178,4,40140.0,55,0,313,3.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,3.0
14179,4,40140.0,55,1,312,3.0,3.0,1.0,0.0,7.0,5.0,1.0,1.0,3.0
14180,4,40140.0,28,1,57,3.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,12.0
14181,4,40140.0,48,0,313,3.0,3.0,0.0,1.0,3.0,5.0,1.0,1.0,12.0
14182,1,40140.0,62,1,303,3.0,3.0,0.0,0.0,5.0,5.0,1.0,1.0,4.0
14183,4,40140.0,46,0,242,3.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
14187,5,41740.0,40,1,303,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0
14188,5,41740.0,34,1,57,3.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,3.0
14192,4,47300.0,30,1,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,0.0
14197,2,31100.0,22,1,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,1.0,7.0
14198,2,31100.0,23,1,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,7.0
14200,7,31100.0,29,0,57,3.0,3.0,2.0,0.0,3.0,5.0,0.0,1.0,13.0
14206,4,31100.0,37,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0
14210,3,31100.0,47,1,303,3.0,3.0,0.0,0.0,7.0,5.0,1.0,1.0,4.0
14211,3,31100.0,20,1,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,6.0
14212,3,31100.0,23,1,57,3.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,13.0
14213,1,31100.0,60,0,212,3.0,3.0,4.0,0.0,4.0,5.0,2.0,1.0,4.0
14214,2,31100.0,62,1,303,3.0,3.0,2.0,0.0,5.0,5.0,2.0,1.0,3.0
14216,2,23420.0,46,1,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,4.0
14217,2,23420.0,45,0,57,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0
14220,2,40140.0,63,0,57,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,10.0
14221,2,40140.0,62,0,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,1.0,9.0
14223,4,40900.0,53,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,3.0
14225,4,40900.0,28,0,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,3.0
14226,3,41740.0,27,0,57,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,11.0
14227,3,41740.0,27,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,7.0
14229,5,41740.0,54,0,233,3.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0
14232,5,41740.0,26,0,57,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,3.0
14236,2,31100.0,63,0,57,3.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0
14238,8,40140.0,59,0,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,7.0
14239,8,40140.0,60,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,7.0
14240,8,40140.0,40,0,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,7.0
14244,8,40140.0,32,0,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,7.0
14245,8,40140.0,42,0,126,3.0,3.0,1.0,1.0,7.0,5.0,2.0,1.0,7.0
14246,4,41740.0,67,0,233,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0
14249,4,41740.0,54,0,233,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
14250,1,41740.0,36,0,57,3.0,3.0,2.0,1.0,1.0,5.0,0.0,1.0,9.0
14252,2,31100.0,46,0,57,3.0,3.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0
14256,2,31100.0,28,1,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,1.0,3.0
14257,2,31100.0,27,1,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,3.0
14258,2,31100.0,33,1,57,3.0,3.0,3.0,1.0,0.0,5.0,0.0,1.0,2.0
14260,2,41740.0,33,1,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,11.0
14261,2,41740.0,42,1,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,7.0
14264,7,31100.0,37,1,312,3.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,7.0
14271,4,41740.0,28,0,57,3.0,3.0,2.0,1.0,0.0,5.0,0.0,1.0,7.0
14272,4,41740.0,28,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,4.0
14273,4,41740.0,30,0,57,3.0,3.0,1.0,1.0,0.0,5.0,0.0,1.0,7.0
14274,4,41740.0,61,0,57,3.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,4.0
14275,1,31100.0,75,0,301,3.0,3.0,2.0,0.0,3.0,5.0,0.0,1.0,10.0
14276,1,31100.0,50,0,247,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0
14277,2,31100.0,34,0,233,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
14279,1,31100.0,34,0,233,3.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,3.0
14280,4,40140.0,33,1,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,13.0
14281,4,40140.0,31,1,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,11.0
14284,1,23420.0,53,0,57,3.0,3.0,0.0,1.0,3.0,5.0,0.0,1.0,13.0
14285,1,41860.0,56,0,57,3.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,4.0
14286,3,42220.0,49,0,57,3.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0
14288,3,42220.0,23,0,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,12.0
14289,4,31100.0,30,1,303,3.0,3.0,1.0,0.0,3.0,5.0,2.0,1.0,7.0
14290,4,31100.0,30,1,303,3.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,9.0
14293,6,31100.0,55,0,247,3.0,3.0,1.0,0.0,5.0,1.0,2.0,1.0,7.0
14294,6,31100.0,61,0,247,3.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,7.0
14296,6,31100.0,27,0,57,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,12.0
14297,6,31100.0,29,0,233,3.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,7.0
14298,6,31100.0,32,0,209,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0
14300,2,41860.0,55,0,233,3.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0
14302,2,31100.0,64,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,10.0
14305,3,31100.0,49,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,2.0
14306,3,31100.0,19,0,57,3.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
14308,2,31100.0,64,0,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,9.0
14309,4,31100.0,37,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
14316,2,40140.0,72,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,13.0
14317,2,40140.0,31,1,303,3.0,3.0,1.0,0.0,3.0,5.0,2.0,1.0,3.0
14318,2,40140.0,34,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,2.0
14322,2,31100.0,68,0,327,3.0,3.0,1.0,0.0,7.0,5.0,1.0,1.0,10.0
14324,2,23420.0,27,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,12.0
14325,5,31100.0,19,1,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,10.0
14326,5,31100.0,19,1,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,12.0
14330,1,31100.0,33,1,57,3.0,3.0,2.0,0.0,1.0,5.0,0.0,1.0,4.0
14336,3,41860.0,30,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,2.0
14339,1,31100.0,80,0,57,3.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0
14343,2,23420.0,72,0,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,10.0
14348,4,40140.0,37,0,57,3.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0
14352,1,41860.0,30,1,57,3.0,3.0,2.0,1.0,4.0,5.0,0.0,1.0,3.0
14353,2,31100.0,46,1,303,3.0,3.0,1.0,0.0,5.0,5.0,1.0,1.0,10.0
14354,2,31100.0,36,1,57,3.0,3.0,1.0,1.0,5.0,5.0,0.0,1.0,7.0
14356,5,40140.0,25,1,57,3.0,3.0,2.0,1.0,5.0,5.0,0.0,1.0,13.0
14357,5,40140.0,33,1,303,3.0,3.0,0.0,1.0,5.0,5.0,2.0,1.0,3.0
14361,2,41860.0,57,0,57,3.0,3.0,0.0,0.0,7.0,5.0,0.0,1.0,3.0
14362,1,41860.0,55,0,57,3.0,3.0,0.0,1.0,7.0,5.0,0.0,1.0,10.0
14363,1,31100.0,52,0,57,3.0,3.0,0.0,0.0,7.0,5.0,0.0,1.0,10.0
14366,2,31100.0,30,0,57,3.0,3.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0
14367,2,31100.0,30,0,57,3.0,3.0,2.0,0.0,1.0,5.0,0.0,1.0,12.0
14370,4,41860.0,51,0,57,3.0,3.0,1.0,0.0,3.0,1.0,0.0,4.0,12.0
14371,4,41860.0,51,0,209,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0
14376,4,44700.0,53,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
14377,4,44700.0,59,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,9.0
14378,4,44700.0,19,0,57,3.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,9.0
14379,4,44700.0,21,0,57,3.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,9.0
14380,5,44700.0,36,0,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,4.0,6.0
14381,5,44700.0,42,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,4.0,6.0
14385,3,41740.0,70,0,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,12.0
14390,4,31100.0,39,1,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,13.0
14393,4,40140.0,37,1,303,3.0,3.0,1.0,1.0,7.0,5.0,2.0,1.0,3.0
14397,2,31100.0,51,1,303,3.0,3.0,1.0,0.0,3.0,5.0,2.0,1.0,12.0
14398,2,31100.0,45,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,10.0
14399,6,31100.0,80,1,303,3.0,3.0,4.0,1.0,5.0,5.0,1.0,1.0,6.0
14400,6,31100.0,25,1,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,3.0
14404,6,31100.0,18,1,57,3.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
14406,4,31100.0,41,0,57,3.0,3.0,3.0,1.0,5.0,5.0,0.0,1.0,13.0
14409,4,31100.0,68,0,57,3.0,3.0,3.0,0.0,3.0,5.0,0.0,1.0,4.0
14413,5,44700.0,32,1,303,3.0,3.0,3.0,1.0,3.0,5.0,2.0,4.0,2.0
14416,5,44700.0,29,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0
14418,3,41860.0,59,0,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
14419,3,41860.0,61,0,57,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,13.0
14420,3,41860.0,17,0,57,3.0,3.0,2.0,0.0,5.0,5.0,0.0,1.0,9.0
14421,4,31100.0,54,0,57,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,7.0
14422,4,31100.0,44,0,57,3.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,3.0
14423,4,31100.0,22,1,57,3.0,3.0,2.0,1.0,7.0,5.0,0.0,1.0,6.0
14424,4,31100.0,24,1,57,3.0,3.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0
14425,6,31100.0,46,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,2.0
14426,6,31100.0,41,0,57,3.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0
14429,6,31100.0,16,0,57,3.0,3.0,2.0,0.0,5.0,5.0,0.0,1.0,6.0
14434,2,40900.0,24,0,57,3.0,3.0,2.0,0.0,7.0,2.0,0.0,1.0,12.0
14435,2,40900.0,27,0,57,3.0,3.0,2.0,1.0,7.0,2.0,0.0,1.0,13.0
14438,3,41860.0,59,0,57,3.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0
14439,1,41860.0,59,0,57,3.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0,10.0
14441,2,31100.0,85,0,57,3.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,7.0
14442,5,33700.0,38,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,13.0
14448,2,33700.0,59,0,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,0.0
14450,1,40900.0,32,0,57,3.0,3.0,2.0,1.0,7.0,5.0,0.0,4.0,9.0
14451,6,40140.0,42,1,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,1.0,12.0
14452,6,40140.0,28,1,303,3.0,3.0,1.0,1.0,7.0,5.0,2.0,1.0,2.0
14456,6,40140.0,20,1,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,6.0
14458,2,31100.0,54,0,57,3.0,3.0,1.0,1.0,0.0,5.0,0.0,1.0,7.0
14459,3,31100.0,78,0,233,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0
14462,5,31100.0,49,0,249,3.0,3.0,1.0,1.0,7.0,1.0,2.0,1.0,13.0
14467,2,31100.0,54,1,303,3.0,3.0,3.0,0.0,5.0,5.0,1.0,1.0,7.0
14469,3,31100.0,54,1,303,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,7.0
14470,3,31100.0,54,1,303,3.0,3.0,1.0,0.0,3.0,5.0,1.0,1.0,3.0
14474,2,31100.0,52,0,57,3.0,3.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0
14475,2,31100.0,52,0,57,3.0,3.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0
14476,2,31100.0,32,0,57,3.0,3.0,2.0,1.0,7.0,5.0,0.0,1.0,13.0
14477,2,31100.0,31,0,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,2.0
14478,6,12540.0,56,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,0.0
14480,6,12540.0,37,1,303,3.0,3.0,1.0,0.0,3.0,5.0,2.0,1.0,12.0
14484,1,12540.0,32,1,57,3.0,3.0,2.0,1.0,4.0,5.0,0.0,1.0,11.0
14485,6,40140.0,59,1,364,3.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,11.0
14487,6,40140.0,44,0,233,3.0,3.0,1.0,0.0,3.0,5.0,1.0,4.0,10.0
14490,6,40140.0,44,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,2.0
14491,1,40140.0,54,0,57,3.0,3.0,0.0,0.0,6.0,5.0,0.0,1.0,3.0
14492,3,41860.0,51,0,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,10.0
14493,3,41860.0,47,0,57,3.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,6.0
14494,3,41860.0,18,0,57,3.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,12.0
14498,6,41860.0,37,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0
14499,6,41860.0,41,1,303,3.0,3.0,1.0,0.0,5.0,5.0,2.0,1.0,9.0
14504,1,31100.0,59,1,303,3.0,3.0,0.0,1.0,5.0,5.0,1.0,4.0,6.0
14505,4,31100.0,52,1,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,1.0,3.0
14506,4,31100.0,58,0,57,3.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,12.0
14507,4,31100.0,22,1,57,3.0,3.0,2.0,1.0,7.0,5.0,0.0,1.0,3.0
14508,4,31100.0,26,1,57,3.0,3.0,2.0,1.0,0.0,5.0,0.0,1.0,10.0
14509,1,31100.0,51,0,233,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0
14510,4,31100.0,51,0,57,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,13.0
14511,4,31100.0,49,0,57,3.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,3.0
14512,4,31100.0,22,0,57,3.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,3.0
14513,4,31100.0,29,0,57,3.0,3.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0
14515,1,31100.0,53,1,57,3.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,7.0
14517,5,40140.0,44,1,57,3.0,3.0,1.0,0.0,7.0,2.0,0.0,1.0,3.0
14518,5,40140.0,23,1,57,3.0,3.0,2.0,1.0,7.0,2.0,0.0,1.0,6.0
14521,5,40900.0,31,0,57,3.0,3.0,0.0,1.0,3.0,5.0,0.0,1.0,5.0
14523,5,40900.0,18,0,57,3.0,3.0,2.0,0.0,3.0,5.0,0.0,4.0,12.0
14525,5,40900.0,42,0,508,3.0,3.0,0.0,0.0,3.0,4.0,2.0,1.0,9.0
14526,3,40140.0,30,1,303,3.0,3.0,3.0,1.0,5.0,5.0,2.0,1.0,7.0
14527,3,40140.0,34,1,303,3.0,3.0,2.0,0.0,1.0,5.0,2.0,1.0,6.0
14528,3,40140.0,25,1,303,3.0,3.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0
14529,1,40140.0,52,0,57,3.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,10.0
14530,4,41860.0,38,0,57,3.0,3.0,2.0,0.0,7.0,3.0,0.0,1.0,3.0
14534,3,40140.0,57,0,57,3.0,3.0,1.0,1.0,0.0,5.0,0.0,1.0,12.0
14537,4,41860.0,38,1,303,3.0,3.0,1.0,0.0,3.0,5.0,2.0,1.0,12.0
14538,4,41860.0,31,1,303,3.0,3.0,1.0,1.0,7.0,5.0,2.0,1.0,10.0
14541,4,31100.0,49,0,57,3.0,3.0,1.0,0.0,7.0,5.0,0.0,1.0,3.0
14543,4,31100.0,19,0,57,3.0,3.0,2.0,0.0,7.0,5.0,0.0,1.0,11.0
14544,4,31100.0,22,0,57,3.0,3.0,2.0,1.0,7.0,5.0,0.0,1.0,11.0
14545,2,40140.0,61,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,4.0,10.0
14552,6,40140.0,32,1,57,3.0,3.0,2.0,0.0,3.0,5.0,0.0,1.0,4.0
14553,2,40140.0,32,1,303,3.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,7.0
14554,2,40140.0,31,1,303,3.0,3.0,1.0,0.0,3.0,5.0,2.0,1.0,12.0
14555,4,41860.0,51,0,508,3.0,3.0,1.0,1.0,7.0,4.0,2.0,1.0,9.0
14556,4,41860.0,39,0,508,3.0,3.0,1.0,0.0,5.0,4.0,1.0,1.0,3.0
14562,3,41860.0,49,1,303,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,7.0
14565,1,41860.0,23,0,57,3.0,3.0,2.0,1.0,1.0,5.0,0.0,1.0,11.0
14566,5,31100.0,48,1,303,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,7.0
14571,4,31100.0,43,1,57,3.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
14572,4,31100.0,43,1,57,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,3.0
14573,4,31100.0,75,1,57,3.0,3.0,4.0,0.0,5.0,5.0,0.0,1.0,3.0
14575,3,40900.0,46,0,57,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,11.0
